"","Features","L1","L2","Win1","Win2","WeightedWin1","WeightedWin2","Prediction"
"998","OneMonthBefore+ThreeMonthBefore+Autos+TravelGuide","38.7136559375193","56.6016192437923","7","5","7","7","183.873608476201"
"999","OneMonthBefore+ThreeMonthBefore+Bus+TravelGuide","40.6806911018092","57.3370199424835","6","7","7","7","196.030138854902"
"1000","OneMonthBefore+ThreeMonthBefore+ClothesAndShoes+TravelGuide","41.9102701668564","60.3261695310868","5","5","7","7","190.686126604237"
"1001","OneMonthBefore+ThreeMonthBefore+Commerce+TravelGuide","40.6506826526789","58.3075052663734","7","4","8","6","210.710299356702"
"1002","OneMonthBefore+ThreeMonthBefore+ConsumerElectronics+TravelGuide","38.2971763703142","56.1233234618292","7","6","8","7","191.298601496327"
"1003","OneMonthBefore+ThreeMonthBefore+Education+TravelGuide","42.5331871600665","61.1249552463154","6","5","7","7","183.677820379669"
"1004","OneMonthBefore+ThreeMonthBefore+Finance+TravelGuide","45.6202750895197","62.7347583033249","5","3","7","7","165.585456364253"
"1005","OneMonthBefore+ThreeMonthBefore+Flight+TravelGuide","42.9566557927166","61.4919644287514","6","5","7","7","182.200980651024"
"1006","OneMonthBefore+ThreeMonthBefore+Health+TravelGuide","42.3373227388487","61.0733099873008","5","5","7","7","191.304758861727"
"1007","OneMonthBefore+ThreeMonthBefore+Hotel+TravelGuide","50.6109844827816","65.5341355087346","6","6","8","8","174.116137842154"
"1008","OneMonthBefore+ThreeMonthBefore+Jobs+TravelGuide","39.7164741221813","57.8604481499149","7","6","8","7","196.788338846079"
"1009","OneMonthBefore+ThreeMonthBefore+Nightlife+TravelGuide","42.4611447953826","61.0052106438144","6","5","7","7","179.547245556775"
"1010","OneMonthBefore+ThreeMonthBefore+Nutrition+TravelGuide","43.329502699546","61.2058931719113","5","5","7","7","184.418600265314"
"1011","OneMonthBefore+ThreeMonthBefore+RealEstate+TravelGuide","43.1316941127803","59.2755004704199","5","3","7","6","184.922781949451"
"1012","OneMonthBefore+ThreeMonthBefore+Restaurant+TravelGuide","40.1076158156269","58.60397267747","6","5","7","7","185.570568614377"
"1013","OneMonthBefore+ThreeMonthBefore+Sports+TravelGuide","43.100802886304","60.7364990321182","6","5","8","7","195.200635930745"
"1014","OneMonthBefore+ThreeMonthBefore+University","38.7862466954286","57.1782902994368","7","6","7","7","197.964933584054"
"1015","OneMonthBefore+ThreeMonthBefore+Autos+University","38.2661756175051","57.2640186967422","7","6","7","7","193.06749947485"
"1016","OneMonthBefore+ThreeMonthBefore+Bus+University","40.163122417725","58.4080570922037","6","8","6","8","185.229631112539"
"1017","OneMonthBefore+ThreeMonthBefore+ClothesAndShoes+University","42.2955851911292","60.7381313999517","6","5","7","7","197.926526441955"
"1018","OneMonthBefore+ThreeMonthBefore+Commerce+University","41.1273422378436","59.3171675907295","7","5","8","7","201.042071213705"
"1019","OneMonthBefore+ThreeMonthBefore+ConsumerElectronics+University","37.9379578668973","57.200548448419","8","6","8","7","194.830468228969"
"1020","OneMonthBefore+ThreeMonthBefore+Education+University","39.1311941468324","53.1278212967244","8","6","9","7","228.706045939091"
"1021","OneMonthBefore+ThreeMonthBefore+Finance+University","43.0834972398438","58.9280063486824","6","4","7","7","166.881346958078"
"1022","OneMonthBefore+ThreeMonthBefore+Flight+University","39.0993548506371","56.8593062630967","7","5","7","6","211.220312290135"
"1023","OneMonthBefore+ThreeMonthBefore+Health+University","41.7398756573166","58.6594672433087","6","6","7","7","195.31749466848"
"1024","OneMonthBefore+ThreeMonthBefore+Hotel+University","45.4032576653649","62.8881114114921","5","4","7","7","190.90196213135"
"1025","OneMonthBefore+ThreeMonthBefore+Jobs+University","41.018080328363","59.2233582762083","7","5","8","7","197.543839231673"
"1026","OneMonthBefore+ThreeMonthBefore+Nightlife+University","39.4691397790078","57.0175843237814","7","5","7","6","211.015237709381"
"1027","OneMonthBefore+ThreeMonthBefore+Nutrition+University","39.0603498976655","56.4789600253868","7","5","8","6","199.01637485742"
"1028","OneMonthBefore+ThreeMonthBefore+RealEstate+University","39.8909718865056","57.9194407869702","7","6","7","7","199.104331268942"
"1029","OneMonthBefore+ThreeMonthBefore+Restaurant+University","39.2205117120546","57.785445805657","7","5","7","7","201.028034050771"
"1030","OneMonthBefore+ThreeMonthBefore+Sports+University","47.7525950544356","63.8727917294255","5","5","6","7","197.785735545524"
"1031","OneMonthBefore+ThreeMonthBefore+TravelGuide+University","38.8267672552502","56.2592797940486","8","5","8","6","206.549230831198"
"1032","TwoMonthBefore+ThreeMonthBefore","65.1257206300661","74.266997951484","4","2","7","7","179.343358360841"
"1033","TwoMonthBefore+ThreeMonthBefore+Autos","50.8177405851956","63.1750239400401","6","4","8","7","188.978785067179"
"1034","TwoMonthBefore+ThreeMonthBefore+Bus","46.1289056808624","62.1486616001581","5","5","5","7","196.346670610929"
"1035","TwoMonthBefore+ThreeMonthBefore+Autos+Bus","49.8045347686764","64.5451062427443","4","5","5","7","197.296130743262"
"1036","TwoMonthBefore+ThreeMonthBefore+ClothesAndShoes","50.711156845595","62.9946267090685","4","3","7","7","201.536368533064"
"1037","TwoMonthBefore+ThreeMonthBefore+Autos+ClothesAndShoes","60.0386670204511","68.7992549766254","4","2","7","7","179.068861195755"
"1038","TwoMonthBefore+ThreeMonthBefore+Bus+ClothesAndShoes","49.2883131121768","64.3561070172664","4","5","6","8","174.530575052638"
"1039","TwoMonthBefore+ThreeMonthBefore+Commerce","48.543130866995","61.4939003276084","6","4","8","7","217.622889354747"
"1040","TwoMonthBefore+ThreeMonthBefore+Autos+Commerce","55.2707872629346","65.4742422325159","4","3","7","7","205.986121453186"
"1041","TwoMonthBefore+ThreeMonthBefore+Bus+Commerce","46.8977632827162","62.6747163933206","5","5","7","7","150.590950932908"
"1042","TwoMonthBefore+ThreeMonthBefore+ClothesAndShoes+Commerce","52.0922161280474","64.780190077925","4","3","5","6","225.569121382653"
"1043","TwoMonthBefore+ThreeMonthBefore+ConsumerElectronics","45.6188076281829","58.9530398068576","7","6","8","8","194.910799251637"
"1044","TwoMonthBefore+ThreeMonthBefore+Autos+ConsumerElectronics","47.0891954795822","59.7175502679188","6","5","8","8","196.909874962429"
"1045","TwoMonthBefore+ThreeMonthBefore+Bus+ConsumerElectronics","52.0950608635485","66.5800200518161","4","3","6","5","192.466619279082"
"1046","TwoMonthBefore+ThreeMonthBefore+ClothesAndShoes+ConsumerElectronics","47.7470067910241","57.1855802144126","4","5","7","8","159.98858614189"
"1047","TwoMonthBefore+ThreeMonthBefore+Commerce+ConsumerElectronics","50.348342094492","61.495695353841","5","5","7","8","176.247513584742"
"1048","TwoMonthBefore+ThreeMonthBefore+Education","53.8549042596325","68.6298759427509","5","3","7","6","185.436240597619"
"1049","TwoMonthBefore+ThreeMonthBefore+Autos+Education","50.8057577330924","65.6222895138095","4","3","6","6","188.92383601671"
"1050","TwoMonthBefore+ThreeMonthBefore+Bus+Education","43.7632381160189","57.7189694154751","5","6","7","7","202.54784695996"
"1051","TwoMonthBefore+ThreeMonthBefore+ClothesAndShoes+Education","54.4426606176901","70.2481455766008","4","3","6","6","193.91225024114"
"1052","TwoMonthBefore+ThreeMonthBefore+Commerce+Education","51.5135578697444","67.2023712442608","5","3","7","6","220.819796239425"
"1053","TwoMonthBefore+ThreeMonthBefore+ConsumerElectronics+Education","45.857867690806","61.0555247957587","6","5","7","7","197.386983782493"
"1054","TwoMonthBefore+ThreeMonthBefore+Finance","60.5441613408487","70.8424231977964","4","2","7","7","215.457877370471"
"1055","TwoMonthBefore+ThreeMonthBefore+Autos+Finance","58.7898075972307","68.1909309239075","6","4","8","7","151.418453596464"
"1056","TwoMonthBefore+ThreeMonthBefore+Bus+Finance","49.7638764618204","63.3814552583646","4","4","6","6","156.655319612498"
"1057","TwoMonthBefore+ThreeMonthBefore+ClothesAndShoes+Finance","54.5566779147197","64.2614598557125","6","4","8","7","170.082109419499"
"1058","TwoMonthBefore+ThreeMonthBefore+Commerce+Finance","49.7599268480643","63.4391722579479","3","4","5","6","176.195766769815"
"1059","TwoMonthBefore+ThreeMonthBefore+ConsumerElectronics+Finance","51.0550225124897","60.8770355636412","5","5","7","7","150.573415381528"
"1060","TwoMonthBefore+ThreeMonthBefore+Education+Finance","57.9169361828149","72.9334786091242","3","2","6","6","154.46374211567"
"1061","TwoMonthBefore+ThreeMonthBefore+Flight","56.8714699656466","68.267785173166","4","3","7","7","183.618248645753"
"1062","TwoMonthBefore+ThreeMonthBefore+Autos+Flight","41.4426474232381","53.0192972078063","5","6","7","6","203.890151761703"
"1063","TwoMonthBefore+ThreeMonthBefore+Bus+Flight","52.406899525672","65.1431144127186","3","6","5","7","202.462295277499"
"1064","TwoMonthBefore+ThreeMonthBefore+ClothesAndShoes+Flight","54.2949018615281","65.0535706334542","4","2","7","7","207.672729306649"
"1065","TwoMonthBefore+ThreeMonthBefore+Commerce+Flight","48.5535601075137","61.4169037404709","6","4","7","7","231.982301853091"
"1066","TwoMonthBefore+ThreeMonthBefore+ConsumerElectronics+Flight","39.3178571251669","52.9094073898195","7","6","7","7","205.237870418846"
"1067","TwoMonthBefore+ThreeMonthBefore+Education+Flight","53.8740554245845","69.5719153180105","5","3","7","6","185.521286067729"
"1068","TwoMonthBefore+ThreeMonthBefore+Finance+Flight","63.1757699261396","71.7000116818028","4","2","7","7","174.934749846316"
"1069","TwoMonthBefore+ThreeMonthBefore+Health","53.7531470742113","65.2317993884354","5","3","7","7","202.051515909394"
"1070","TwoMonthBefore+ThreeMonthBefore+Autos+Health","61.1938356081849","70.7925176136954","4","3","8","7","160.596096630944"
"1071","TwoMonthBefore+ThreeMonthBefore+Bus+Health","49.8433086199241","62.9384132203176","4","4","7","7","175.192287406301"
"1072","TwoMonthBefore+ThreeMonthBefore+ClothesAndShoes+Health","51.758624605991","63.6068090477441","5","3","7","7","201.131350456256"
"1073","TwoMonthBefore+ThreeMonthBefore+Commerce+Health","46.7189631974906","61.0353983389838","6","5","6","7","227.374700075064"
"1074","TwoMonthBefore+ThreeMonthBefore+ConsumerElectronics+Health","43.9548038901838","55.7968396045764","5","5","7","7","174.397308827448"
"1075","TwoMonthBefore+ThreeMonthBefore+Education+Health","53.3631840907544","71.0614035306956","5","3","7","6","187.557351395019"
"1076","TwoMonthBefore+ThreeMonthBefore+Finance+Health","58.1074858524134","67.2161520376778","4","3","7","7","153.845397405336"
"1077","TwoMonthBefore+ThreeMonthBefore+Flight+Health","56.8124819899851","67.1371296180162","4","2","7","7","207.70858824126"
"1078","TwoMonthBefore+ThreeMonthBefore+Hotel","52.2326887033246","67.041135822988","4","3","7","6","185.295531291458"
"1079","TwoMonthBefore+ThreeMonthBefore+Autos+Hotel","59.3081680576027","76.4740737995703","4","2","7","6","183.89550535105"
"1080","TwoMonthBefore+ThreeMonthBefore+Bus+Hotel","48.4297465237881","61.1908163674334","2","6","4","7","203.665450325636"
"1081","TwoMonthBefore+ThreeMonthBefore+ClothesAndShoes+Hotel","67.4867420429675","79.9376112611493","3","2","6","6","175.31719146585"
"1082","TwoMonthBefore+ThreeMonthBefore+Commerce+Hotel","67.5254389743932","79.2597012595289","4","3","7","7","194.664780376394"
"1083","TwoMonthBefore+ThreeMonthBefore+ConsumerElectronics+Hotel","58.6569040598347","71.5788951751021","4","2","7","6","192.512445110428"
"1084","TwoMonthBefore+ThreeMonthBefore+Education+Hotel","53.9763081430756","68.0354313510611","5","3","8","6","184.46923866798"
"1085","TwoMonthBefore+ThreeMonthBefore+Finance+Hotel","60.4737036908934","75.4801254785788","6","3","8","6","151.702221051318"
"1086","TwoMonthBefore+ThreeMonthBefore+Flight+Hotel","58.2528824608091","77.8090777375356","5","3","7","5","184.642609000068"
"1087","TwoMonthBefore+ThreeMonthBefore+Health+Hotel","65.6271424385367","83.7450826393157","5","2","8","6","162.529863709234"
"1088","TwoMonthBefore+ThreeMonthBefore+Jobs","48.1749082590132","62.5989848765023","5","5","6","7","199.462990753121"
"1089","TwoMonthBefore+ThreeMonthBefore+Autos+Jobs","50.5786664087973","65.4293931087445","4","3","6","6","200.062983406924"
"1090","TwoMonthBefore+ThreeMonthBefore+Bus+Jobs","47.3867417511626","61.3209551304532","5","3","7","5","186.020370494188"
"1091","TwoMonthBefore+ThreeMonthBefore+ClothesAndShoes+Jobs","50.3289882313474","64.9841486931764","5","5","6","7","195.659263570453"
"1092","TwoMonthBefore+ThreeMonthBefore+Commerce+Jobs","49.4689776248939","63.4052223158136","5","4","6","7","198.557506476908"
"1093","TwoMonthBefore+ThreeMonthBefore+ConsumerElectronics+Jobs","46.4528845226019","61.6124598000459","6","5","7","7","196.377799614118"
"1094","TwoMonthBefore+ThreeMonthBefore+Education+Jobs","48.4268492812738","62.5667208395456","4","4","6","7","207.497023434078"
"1095","TwoMonthBefore+ThreeMonthBefore+Finance+Jobs","52.709962184135","65.8215040133176","5","3","7","6","161.132717860285"
"1096","TwoMonthBefore+ThreeMonthBefore+Flight+Jobs","45.3799178017669","63.0801739973536","7","5","7","7","213.758144049625"
"1097","TwoMonthBefore+ThreeMonthBefore+Health+Jobs","47.8462472191711","65.5059004268641","4","3","6","6","184.988857241853"
"1098","TwoMonthBefore+ThreeMonthBefore+Hotel+Jobs","58.809316622164","72.4145650333029","4","3","7","7","193.318411960171"
"1099","TwoMonthBefore+ThreeMonthBefore+Nightlife","54.1974098052638","66.9687951441082","5","4","7","7","180.541823686658"
"1100","TwoMonthBefore+ThreeMonthBefore+Autos+Nightlife","47.6520058854325","59.478302206788","6","4","8","7","205.590136706778"
"1101","TwoMonthBefore+ThreeMonthBefore+Bus+Nightlife","53.2406071736798","65.8792234164306","3","6","5","7","209.738074027577"
"1102","TwoMonthBefore+ThreeMonthBefore+ClothesAndShoes+Nightlife","63.0341688549651","72.7583314912021","4","2","7","7","199.03138570737"
"1103","TwoMonthBefore+ThreeMonthBefore+Commerce+Nightlife","52.0967207128728","64.3520534414881","4","4","7","7","226.172933105315"
"1104","TwoMonthBefore+ThreeMonthBefore+ConsumerElectronics+Nightlife","41.5066339763139","53.9531983495074","7","6","7","7","213.408939055644"
"1105","TwoMonthBefore+ThreeMonthBefore+Education+Nightlife","53.7578459623609","68.7815220885826","5","3","7","6","184.219726657784"
"1106","TwoMonthBefore+ThreeMonthBefore+Finance+Nightlife","61.8714905527435","71.4262548168648","4","3","7","7","157.684066114523"
"1107","TwoMonthBefore+ThreeMonthBefore+Flight+Nightlife","50.4693387314018","66.3287035247725","5","4","7","7","172.095689205869"
"1108","TwoMonthBefore+ThreeMonthBefore+Health+Nightlife","59.7271337088303","70.3842687737365","4","3","7","7","186.901957853995"
"1109","TwoMonthBefore+ThreeMonthBefore+Hotel+Nightlife","64.0997819437329","81.6305757813758","4","4","6","6","200.199388746009"
"1110","TwoMonthBefore+ThreeMonthBefore+Jobs+Nightlife","48.799700038166","63.1547625835199","4","4","6","7","208.810829347994"
"1111","TwoMonthBefore+ThreeMonthBefore+Nutrition","58.7086752961518","70.4418839974365","4","4","7","7","192.695650218635"
"1112","TwoMonthBefore+ThreeMonthBefore+Autos+Nutrition","47.5284014129917","60.4877577874214","7","5","8","8","179.978198333295"
"1113","TwoMonthBefore+ThreeMonthBefore+Bus+Nutrition","47.292470660532","62.6684762671577","4","6","5","7","188.45144758678"
"1114","TwoMonthBefore+ThreeMonthBefore+ClothesAndShoes+Nutrition","55.1368998554764","65.8659220277582","4","3","7","7","201.91983168521"
"1115","TwoMonthBefore+ThreeMonthBefore+Commerce+Nutrition","50.202137164246","62.4255053957421","6","4","7","7","220.665829199731"
"1116","TwoMonthBefore+ThreeMonthBefore+ConsumerElectronics+Nutrition","43.2033218798898","56.7350520690876","7","6","8","8","190.246310622182"
"1117","TwoMonthBefore+ThreeMonthBefore+Education+Nutrition","53.9623750628982","68.8749696184993","5","3","7","6","181.746951790664"
"1118","TwoMonthBefore+ThreeMonthBefore+Finance+Nutrition","65.2674617664163","73.9482149221119","4","3","7","7","195.223931072219"
"1119","TwoMonthBefore+ThreeMonthBefore+Flight+Nutrition","57.5084256048472","69.1729137064157","4","4","7","7","182.600747973083"
"1120","TwoMonthBefore+ThreeMonthBefore+Health+Nutrition","56.2604432902665","67.4050663456088","4","3","7","7","202.565775072378"
"1121","TwoMonthBefore+ThreeMonthBefore+Hotel+Nutrition","50.8241712455248","67.5826600283455","4","4","6","6","161.001267405869"
"1122","TwoMonthBefore+ThreeMonthBefore+Jobs+Nutrition","47.5124234844742","62.0777763912192","5","4","6","7","197.450302669736"
"1123","TwoMonthBefore+ThreeMonthBefore+Nightlife+Nutrition","52.6203690396465","66.0148851655807","5","4","7","7","167.320997838485"
"1124","TwoMonthBefore+ThreeMonthBefore+RealEstate","54.5132380279792","66.3975784370686","4","3","7","6","190.518709080824"
"1125","TwoMonthBefore+ThreeMonthBefore+Autos+RealEstate","51.3676811877254","64.6211157142375","5","4","7","7","188.597776405618"
"1126","TwoMonthBefore+ThreeMonthBefore+Bus+RealEstate","44.5709579646011","59.0602287989098","5","6","7","7","193.680131402881"
"1127","TwoMonthBefore+ThreeMonthBefore+ClothesAndShoes+RealEstate","54.6895971412532","66.3440397588283","4","2","7","6","197.040529593351"
"1128","TwoMonthBefore+ThreeMonthBefore+Commerce+RealEstate","50.5995087622045","62.9910068143642","4","3","7","6","221.096061548559"
"1129","TwoMonthBefore+ThreeMonthBefore+ConsumerElectronics+RealEstate","46.0739494222257","59.3183903620456","7","6","8","8","194.938779396341"
"1130","TwoMonthBefore+ThreeMonthBefore+Education+RealEstate","54.2980649024409","68.8924449975523","5","3","7","6","188.162994953308"
"1131","TwoMonthBefore+ThreeMonthBefore+Finance+RealEstate","59.9129530219561","71.585650081371","2","2","5","6","166.688085495252"
"1132","TwoMonthBefore+ThreeMonthBefore+Flight+RealEstate","55.1939774676118","67.1151300897631","4","2","7","6","191.809194448237"
"1133","TwoMonthBefore+ThreeMonthBefore+Health+RealEstate","56.4714121052483","67.9298459545453","4","2","7","6","191.736657710267"
"1134","TwoMonthBefore+ThreeMonthBefore+Hotel+RealEstate","54.1597725845223","72.9118610237079","4","5","7","8","180.955107078246"
"1135","TwoMonthBefore+ThreeMonthBefore+Jobs+RealEstate","47.7352614858871","61.7881056125439","5","5","6","7","203.259997907123"
"1136","TwoMonthBefore+ThreeMonthBefore+Nightlife+RealEstate","54.4550546710139","67.2521215657836","4","4","7","7","187.587336423387"
"1137","TwoMonthBefore+ThreeMonthBefore+Nutrition+RealEstate","55.1425798705914","66.9474067909958","4","4","7","7","189.450298607636"
"1138","TwoMonthBefore+ThreeMonthBefore+Restaurant","52.2018325246151","64.576988617492","5","4","7","7","191.47122993387"
"1139","TwoMonthBefore+ThreeMonthBefore+Autos+Restaurant","52.7332688440259","63.8448442027578","6","3","8","7","185.469477176623"
"1140","TwoMonthBefore+ThreeMonthBefore+Bus+Restaurant","50.9671228563941","64.5954106454706","3","4","6","7","193.17160888431"
"1141","TwoMonthBefore+ThreeMonthBefore+ClothesAndShoes+Restaurant","58.3987979349968","68.7427854844695","5","3","7","7","192.859621228323"
"1142","TwoMonthBefore+ThreeMonthBefore+Commerce+Restaurant","52.0511323847704","64.3642003484841","5","4","7","7","221.96239772649"
"1143","TwoMonthBefore+ThreeMonthBefore+ConsumerElectronics+Restaurant","44.0452453667912","56.6602299302086","7","5","8","7","195.198913517613"
"1144","TwoMonthBefore+ThreeMonthBefore+Education+Restaurant","52.8394891093753","68.3204953002508","5","3","7","6","189.643279188446"
"1145","TwoMonthBefore+ThreeMonthBefore+Finance+Restaurant","58.7035659687083","69.1042361184466","5","3","8","7","136.925661111206"
"1146","TwoMonthBefore+ThreeMonthBefore+Flight+Restaurant","48.6903841404125","61.4857072353711","6","4","8","7","202.101617700386"
"1147","TwoMonthBefore+ThreeMonthBefore+Health+Restaurant","54.8394279604813","67.6482496638711","4","3","7","7","170.791675484105"
"1148","TwoMonthBefore+ThreeMonthBefore+Hotel+Restaurant","65.3979287438645","85.0410181274302","6","4","8","6","175.087341895657"
"1149","TwoMonthBefore+ThreeMonthBefore+Jobs+Restaurant","49.2941127450629","64.2826551205631","4","4","6","7","201.908777921375"
"1150","TwoMonthBefore+ThreeMonthBefore+Nightlife+Restaurant","52.6058231733406","64.8229251047901","4","4","7","7","200.620223037412"
"1151","TwoMonthBefore+ThreeMonthBefore+Nutrition+Restaurant","50.7278209197857","63.2007547351429","5","4","7","7","186.409968085679"
"1152","TwoMonthBefore+ThreeMonthBefore+RealEstate+Restaurant","53.6858194360748","65.9742532294775","4","4","7","7","191.570726605642"
"1153","TwoMonthBefore+ThreeMonthBefore+Sports","51.1236161204019","62.544159017961","4","4","7","7","203.181418982092"
"1154","TwoMonthBefore+ThreeMonthBefore+Autos+Sports","75.3138024030654","83.3625338208305","2","2","6","7","177.281425859954"
"1155","TwoMonthBefore+ThreeMonthBefore+Bus+Sports","48.0342039967787","64.1843695167799","5","4","7","6","170.492445149433"
"1156","TwoMonthBefore+ThreeMonthBefore+ClothesAndShoes+Sports","53.7811425176963","66.0871309996284","5","4","8","7","202.563861561045"
"1157","TwoMonthBefore+ThreeMonthBefore+Commerce+Sports","54.6526067563022","67.0023312684882","3","4","4","7","230.048820654225"
"1158","TwoMonthBefore+ThreeMonthBefore+ConsumerElectronics+Sports","48.9211374245763","61.9484768616719","6","5","8","8","166.709360845692"
"1159","TwoMonthBefore+ThreeMonthBefore+Education+Sports","58.0242020220173","73.705419486697","4","3","6","6","194.085664282596"
"1160","TwoMonthBefore+ThreeMonthBefore+Finance+Sports","53.2356525869022","62.5360888296575","5","4","7","7","169.613420457514"
"1161","TwoMonthBefore+ThreeMonthBefore+Flight+Sports","65.2877558832982","72.5804539850917","4","2","7","7","211.81999732701"
"1162","TwoMonthBefore+ThreeMonthBefore+Health+Sports","63.1685909943867","71.4378157083243","4","3","6","7","202.679069949286"
"1163","TwoMonthBefore+ThreeMonthBefore+Hotel+Sports","74.7991808617368","88.0413649916018","3","2","6","6","173.977542635647"
"1164","TwoMonthBefore+ThreeMonthBefore+Jobs+Sports","54.1533285639055","68.5075759504103","3","4","5","7","189.034053962136"
"1165","TwoMonthBefore+ThreeMonthBefore+Nightlife+Sports","72.2820948967623","80.3386246993604","3","2","7","7","198.366070075679"
"1166","TwoMonthBefore+ThreeMonthBefore+Nutrition+Sports","59.3146964942684","68.5393195551242","4","2","7","7","203.65362425741"
"1167","TwoMonthBefore+ThreeMonthBefore+RealEstate+Sports","60.5993204352074","71.0768432416755","2","2","5","6","197.238264745897"
"1168","TwoMonthBefore+ThreeMonthBefore+Restaurant+Sports","68.6941405605539","81.2566941332385","5","3","7","7","192.205901727793"
"1169","TwoMonthBefore+ThreeMonthBefore+TravelGuide","54.8094448052168","67.5291054061981","5","3","7","6","189.589788028746"
"1170","TwoMonthBefore+ThreeMonthBefore+Autos+TravelGuide","50.1951011231792","63.5304990107463","6","4","8","7","186.957345690544"
"1171","TwoMonthBefore+ThreeMonthBefore+Bus+TravelGuide","47.1548732708306","61.3213729384375","8","6","9","7","194.212595345221"
"1172","TwoMonthBefore+ThreeMonthBefore+ClothesAndShoes+TravelGuide","54.2909061554039","66.6694797866074","4","3","7","6","198.636631412775"
"1173","TwoMonthBefore+ThreeMonthBefore+Commerce+TravelGuide","50.2915781116963","63.0340103523966","5","3","7","6","222.900814376953"
"1174","TwoMonthBefore+ThreeMonthBefore+ConsumerElectronics+TravelGuide","44.9113917278945","58.3275798068519","7","6","8","8","195.235265444061"
"1175","TwoMonthBefore+ThreeMonthBefore+Education+TravelGuide","54.0948301254162","68.8401324052952","5","3","7","6","186.191471921039"
"1176","TwoMonthBefore+ThreeMonthBefore+Finance+TravelGuide","58.418093121624","70.5465859670855","3","2","6","6","169.40803972605"
"1177","TwoMonthBefore+ThreeMonthBefore+Flight+TravelGuide","54.7525530752229","68.3711922480839","4","3","6","6","191.846180034759"
"1178","TwoMonthBefore+ThreeMonthBefore+Health+TravelGuide","55.7427733157244","68.5760952165696","3","2","6","6","194.801634552624"
"1179","TwoMonthBefore+ThreeMonthBefore+Hotel+TravelGuide","62.4997310732671","75.9633799136875","5","3","7","6","169.793743653274"
"1180","TwoMonthBefore+ThreeMonthBefore+Jobs+TravelGuide","46.186010305658","60.5603444592401","6","5","7","7","205.578846115654"
"1181","TwoMonthBefore+ThreeMonthBefore+Nightlife+TravelGuide","54.4682142460885","67.9001792538616","5","4","7","7","184.586080246895"
"1182","TwoMonthBefore+ThreeMonthBefore+Nutrition+TravelGuide","55.0695643123354","67.7463978780832","5","3","7","6","187.168205777285"
"1183","TwoMonthBefore+ThreeMonthBefore+RealEstate+TravelGuide","54.9173980552011","67.1741201818746","4","3","7","6","190.525671370541"
"1184","TwoMonthBefore+ThreeMonthBefore+Restaurant+TravelGuide","52.7699790723985","65.7475875031727","5","4","7","7","191.648923644532"
"1185","TwoMonthBefore+ThreeMonthBefore+Sports+TravelGuide","59.7139574087455","71.0103611481973","3","2","6","6","200.398873380668"
"1186","TwoMonthBefore+ThreeMonthBefore+University","47.4077798433285","62.1355405346911","5","3","7","6","204.959168851161"
"1187","TwoMonthBefore+ThreeMonthBefore+Autos+University","47.261598709054","62.9096488814889","6","3","8","6","206.567234639344"
"1188","TwoMonthBefore+ThreeMonthBefore+Bus+University","50.0851795405872","63.7601088015473","3","6","6","7","184.967249870376"
"1189","TwoMonthBefore+ThreeMonthBefore+ClothesAndShoes+University","50.5576378189342","67.3530789853959","5","4","6","7","202.524709733087"
"1190","TwoMonthBefore+ThreeMonthBefore+Commerce+University","53.5023262526196","66.0817346077398","6","4","8","7","204.292006081654"
"1191","TwoMonthBefore+ThreeMonthBefore+ConsumerElectronics+University","47.0874284848966","62.2081828675991","6","3","7","6","200.51357044053"
"1192","TwoMonthBefore+ThreeMonthBefore+Education+University","38.7489290656697","53.3310894046352","8","6","8","7","250.181025933957"
"1193","TwoMonthBefore+ThreeMonthBefore+Finance+University","52.8419369826161","65.128831195742","4","4","6","7","159.524820771262"
"1194","TwoMonthBefore+ThreeMonthBefore+Flight+University","41.8491114876276","59.7431093864821","5","6","5","7","225.863767862465"
"1195","TwoMonthBefore+ThreeMonthBefore+Health+University","48.6123629186829","63.4567613125301","6","5","7","8","196.212045845695"
"1196","TwoMonthBefore+ThreeMonthBefore+Hotel+University","53.9157174621453","68.0729307202509","4","3","7","6","199.832278023457"
"1197","TwoMonthBefore+ThreeMonthBefore+Jobs+University","50.1108115840405","64.0878315097901","5","4","7","7","204.140497398018"
"1198","TwoMonthBefore+ThreeMonthBefore+Nightlife+University","44.5576709843466","61.0848034711551","7","4","7","6","225.812756714888"
"1199","TwoMonthBefore+ThreeMonthBefore+Nutrition+University","41.9465937319957","58.9177842967383","6","6","6","7","206.08416992053"
"1200","TwoMonthBefore+ThreeMonthBefore+RealEstate+University","47.2637922184568","61.2133746847709","6","4","7","7","212.766545582992"
"1201","TwoMonthBefore+ThreeMonthBefore+Restaurant+University","45.0803989683223","62.7930910257761","6","4","6","6","213.369791005499"
"1202","TwoMonthBefore+ThreeMonthBefore+Sports+University","57.9836957310539","71.2692557264121","5","3","6","6","199.385591988232"
"1203","TwoMonthBefore+ThreeMonthBefore+TravelGuide+University","43.9810961286774","59.1429813160928","6","5","6","7","216.715950702228"
