SectorID	SectorName	IndustryID	IndustryName	JobName	JobNumbers	Synonyms	Synonyms	Synonyms	Synonyms	Synonyms	Synonyms	Synonyms	Synonyms	Synonyms	Synonyms
31-33	Manufacturing	331200	Steel Product Manufacturing from Purchased Steel	Helpers--Production Workers	"1,740"										
31-33	Manufacturing	325300	"Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing"	Packaging and Filling Machine Operators and Tenders	"1,730"										
44-45	Retail Trade	454200	Vending Machine Operators	Food Preparation Workers	"1,730"										
61	"Educational Services (including private, state, and local government schools)"	611400	"Business Schools and Computer and Management Training (including private, state, and local government schools)"	Customer Service Representatives	"1,720"										
31-33	Manufacturing	313200	Fabric Mills	"Maintenance and Repair Workers, General"	"1,720"										
31-33	Manufacturing	313300	Textile and Fabric Finishing and Fabric Coating Mills	"Inspectors, Testers, Sorters, Samplers, and Weighers"	"1,720"										
53	Real Estate and Rental and Leasing	532300	General Rental Centers	Audio and Video Equipment Technicians	"1,710"										
31-33	Manufacturing	325500	"Paint, Coating, and Adhesive Manufacturing"	Customer Service Representatives	"1,710"										
53	Real Estate and Rental and Leasing	532300	General Rental Centers	"Maintenance and Repair Workers, General"	"1,700"										
31-33	Manufacturing	311200	Grain and Oilseed Milling	"Maintenance and Repair Workers, General"	"1,700"										
31-33	Manufacturing	314100	Textile Furnishings Mills	"Laborers and Freight, Stock, and Material Movers, Hand"	"1,700"										
31-33	Manufacturing	331300	Alumina and Aluminum Production and Processing	"Laborers and Freight, Stock, and Material Movers, Hand"	"1,690"										
23	Construction	237200	Land Subdivision	"Bookkeeping, Accounting, and Auditing Clerks"	"1,690"										
23	Construction	237200	Land Subdivision	Construction Managers	"1,690"										
48-49	Transportation and Warehousing	485300	Taxi and Limousine Service	"Office Clerks, General"	"1,690"										
31-33	Manufacturing	311100	Animal Food Manufacturing	"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products"	"1,680"										
44-45	Retail Trade	453300	Used Merchandise Stores	"Office Clerks, General"	"1,680"										
48-49	Transportation and Warehousing	483200	Inland Water Transportation	Ship Engineers	"1,670"										
31-33	Manufacturing	332600	Spring and Wire Product Manufacturing	First-Line Supervisors of Production and Operating Workers	"1,670"										
31-33	Manufacturing	325300	"Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing"	First-Line Supervisors of Production and Operating Workers	"1,660"										
42	Wholesale Trade	424500	Farm Product Raw Material Merchant Wholesalers	"Graders and Sorters, Agricultural Products"	"1,650"										
31-33	Manufacturing	335200	Household Appliance Manufacturing	First-Line Supervisors of Production and Operating Workers	"1,650"										
31-33	Manufacturing	311100	Animal Food Manufacturing	Food Batchmakers	"1,640"										
51	Information	517400	Satellite Telecommunications	Customer Service Representatives	"1,640"										
31-33	Manufacturing	333300	Commercial and Service Industry Machinery Manufacturing	Customer Service Representatives	"1,630"										
11	"Agriculture, Forestry, Fishing and Hunting"	113300	Logging	"Office Clerks, General"	"1,630"										
31-33	Manufacturing	331200	Steel Product Manufacturing from Purchased Steel	Industrial Machinery Mechanics	"1,630"										
31-33	Manufacturing	311100	Animal Food Manufacturing	"Maintenance and Repair Workers, General"	"1,620"										
31-33	Manufacturing	327100	Clay Product and Refractory Manufacturing	Team Assemblers	"1,620"										
53	Real Estate and Rental and Leasing	532300	General Rental Centers	General and Operations Managers	"1,610"										
31-33	Manufacturing	311200	Grain and Oilseed Milling	Food Scientists and Technologists	"1,610"										
48-49	Transportation and Warehousing	492200	Local Messengers and Local Delivery	Customer Service Representatives	"1,610"										
31-33	Manufacturing	313300	Textile and Fabric Finishing and Fabric Coating Mills	First-Line Supervisors of Production and Operating Workers	"1,600"										
44-45	Retail Trade	453100	Florists	First-Line Supervisors of Retail Sales Workers	"1,580"										
31-33	Manufacturing	331200	Steel Product Manufacturing from Purchased Steel	"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products"	"1,580"										
31-33	Manufacturing	335200	Household Appliance Manufacturing	"Assemblers and Fabricators, All Other"	"1,570"										
31-33	Manufacturing	314900	Other Textile Product Mills	General and Operations Managers	"1,560"										
48-49	Transportation and Warehousing	485900	Other Transit and Ground Passenger Transportation	"Office Clerks, General"	"1,560"										
31-33	Manufacturing	335100	Electric Lighting Equipment Manufacturing	First-Line Supervisors of Production and Operating Workers	"1,550"										
31-33	Manufacturing	327100	Clay Product and Refractory Manufacturing	"Laborers and Freight, Stock, and Material Movers, Hand"	"1,540"										
23	Construction	237200	Land Subdivision	Accountants and Auditors	"1,540"										
23	Construction	237200	Land Subdivision	"Maintenance and Repair Workers, General"	"1,540"										
51	Information	517900	Other Telecommunications	Telecommunications Line Installers and Repairers	"1,540"										
31-33	Manufacturing	314900	Other Textile Product Mills	"Office Clerks, General"	"1,530"										
31-33	Manufacturing	331200	Steel Product Manufacturing from Purchased Steel	"Laborers and Freight, Stock, and Material Movers, Hand"	"1,530"										
31-33	Manufacturing	335200	Household Appliance Manufacturing	Mechanical Engineers	"1,520"										
48-49	Transportation and Warehousing	488200	Support Activities for Rail Transportation	"Rail Yard Engineers, Dinkey Operators, and Hostlers"	"1,520"										
22	Utilities	221300	"Water, Sewage and Other Systems"	"Bookkeeping, Accounting, and Auditing Clerks"	"1,520"										
48-49	Transportation and Warehousing	488900	Other Support Activities for Transportation	Customer Service Representatives	"1,510"										
48-49	Transportation and Warehousing	485500	Charter Bus Industry	Bus and Truck Mechanics and Diesel Engine Specialists	"1,500"										
31-33	Manufacturing	331400	Nonferrous Metal (except Aluminum) Production and Processing	"Maintenance and Repair Workers, General"	"1,500"										
31-33	Manufacturing	332600	Spring and Wire Product Manufacturing	"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic"	"1,500"										
48-49	Transportation and Warehousing	485300	Taxi and Limousine Service	Automotive Service Technicians and Mechanics	"1,500"										
31-33	Manufacturing	311100	Animal Food Manufacturing	General and Operations Managers	"1,490"										
44-45	Retail Trade	448300	"Jewelry, Luggage, and Leather Goods Stores"	"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive"	"1,490"										
48-49	Transportation and Warehousing	492200	Local Messengers and Local Delivery	General and Operations Managers	"1,490"										
48-49	Transportation and Warehousing	485300	Taxi and Limousine Service	Customer Service Representatives	"1,490"										
48-49	Transportation and Warehousing	485300	Taxi and Limousine Service	Reservation and Transportation Ticket Agents and Travel Clerks	"1,490"										
44-45	Retail Trade	453300	Used Merchandise Stores	"Janitors and Cleaners, Except Maids and Housekeeping Cleaners"	"1,490"										
22	Utilities	221300	"Water, Sewage and Other Systems"	"Plumbers, Pipefitters, and Steamfitters"	"1,490"										
44-45	Retail Trade	445300	"Beer, Wine, and Liquor Stores"	"Bookkeeping, Accounting, and Auditing Clerks"	"1,480"										
44-45	Retail Trade	453100	Florists	"Office Clerks, General"	"1,480"										
44-45	Retail Trade	451200	Book Stores and News Dealers	Customer Service Representatives	"1,470"										
31-33	Manufacturing	311200	Grain and Oilseed Milling	"Mixing and Blending Machine Setters, Operators, and Tenders"	"1,470"										
44-45	Retail Trade	454200	Vending Machine Operators	"Office Clerks, General"	"1,470"										
31-33	Manufacturing	325500	"Paint, Coating, and Adhesive Manufacturing"	General and Operations Managers	"1,460"										
31-33	Manufacturing	332200	Cutlery and Handtool Manufacturing	First-Line Supervisors of Production and Operating Workers	"1,450"										
31-33	Manufacturing	313200	Fabric Mills	Textile Bleaching and Dyeing Machine Operators and Tenders	"1,440"										
31-33	Manufacturing	332600	Spring and Wire Product Manufacturing	"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products"	"1,440"										
11	"Agriculture, Forestry, Fishing and Hunting"	115200	Support Activities for Animal Production	Animal Trainers	"1,440"										
31-33	Manufacturing	335100	Electric Lighting Equipment Manufacturing	Customer Service Representatives	"1,430"										
31-33	Manufacturing	311200	Grain and Oilseed Milling	Helpers--Production Workers	"1,430"										
48-49	Transportation and Warehousing	485900	Other Transit and Ground Passenger Transportation	Bus and Truck Mechanics and Diesel Engine Specialists	"1,430"										
53	Real Estate and Rental and Leasing	532300	General Rental Centers	First-Line Supervisors of Retail Sales Workers	"1,420"										
31-33	Manufacturing	316900	Other Leather and Allied Product Manufacturing	Shoe and Leather Workers and Repairers	"1,420"										
48-49	Transportation and Warehousing	485900	Other Transit and Ground Passenger Transportation	General and Operations Managers	"1,420"										
31-33	Manufacturing	332600	Spring and Wire Product Manufacturing	"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic"	"1,420"										
31-33	Manufacturing	314900	Other Textile Product Mills	"Laborers and Freight, Stock, and Material Movers, Hand"	"1,410"										
48-49	Transportation and Warehousing	485900	Other Transit and Ground Passenger Transportation	Customer Service Representatives	"1,410"										
31-33	Manufacturing	331300	Alumina and Aluminum Production and Processing	"Packers and Packagers, Hand"	"1,400"										
44-45	Retail Trade	451200	Book Stores and News Dealers	General and Operations Managers	"1,390"										
48-49	Transportation and Warehousing	492200	Local Messengers and Local Delivery	Driver/Sales Workers	"1,380"										
44-45	Retail Trade	445300	"Beer, Wine, and Liquor Stores"	"Office Clerks, General"	"1,370"										
48-49	Transportation and Warehousing	485300	Taxi and Limousine Service	First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators	"1,360"										
31-33	Manufacturing	313200	Fabric Mills	Sewing Machine Operators	"1,350"										
21	Mining	212200	Metal Ore Mining	Mine Cutting and Channeling Machine Operators	"1,350"										
44-45	Retail Trade	453100	Florists	Driver/Sales Workers	"1,340"										
31-33	Manufacturing	334600	Manufacturing and Reproducing Magnetic and Optical Media	Machine Feeders and Offbearers	"1,340"										
31-33	Manufacturing	314900	Other Textile Product Mills	Helpers--Production Workers	"1,340"										
48-49	Transportation and Warehousing	486100	Pipeline Transportation of Crude Oil	"Petroleum Pump System Operators, Refinery Operators, and Gaugers"	"1,340"										
31-33	Manufacturing	331400	Nonferrous Metal (except Aluminum) Production and Processing	"Pourers and Casters, Metal"	"1,330"										
72	Accommodation and Food Services	721200	RV (Recreational Vehicle) Parks and Recreational Camps	General and Operations Managers	"1,320"										
51	Information	515200	Cable and Other Subscription Programming	First-Line Supervisors of Office and Administrative Support Workers	"1,310"										
51	Information	515200	Cable and Other Subscription Programming	Network and Computer Systems Administrators	"1,310"										
31-33	Manufacturing	332200	Cutlery and Handtool Manufacturing	"Computer-Controlled Machine Tool Operators, Metal and Plastic"	"1,310"										
21	Mining	212200	Metal Ore Mining	Electricians	"1,310"										
31-33	Manufacturing	313300	Textile and Fabric Finishing and Fabric Coating Mills	"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders"	"1,310"										
44-45	Retail Trade	451200	Book Stores and News Dealers	"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop"	"1,300"										
48-49	Transportation and Warehousing	485500	Charter Bus Industry	Cleaners of Vehicles and Equipment	"1,300"										
48-49	Transportation and Warehousing	492200	Local Messengers and Local Delivery	"Office Clerks, General"	"1,300"										
21	Mining	212200	Metal Ore Mining	"Mining and Geological Engineers, Including Mining Safety Engineers"	"1,300"										
31-33	Manufacturing	331300	Alumina and Aluminum Production and Processing	"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic"	"1,290"										
31-33	Manufacturing	313200	Fabric Mills	Helpers--Production Workers	"1,290"										
31-33	Manufacturing	316200	Footwear Manufacturing	Sewing Machine Operators	"1,290"										
31-33	Manufacturing	331400	Nonferrous Metal (except Aluminum) Production and Processing	"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic"	"1,290"										
31-33	Manufacturing	314100	Textile Furnishings Mills	Textile Bleaching and Dyeing Machine Operators and Tenders	"1,290"										
31-33	Manufacturing	335100	Electric Lighting Equipment Manufacturing	"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products"	"1,280"										
48-49	Transportation and Warehousing	488200	Support Activities for Rail Transportation	"Railroad Brake, Signal, and Switch Operators"	"1,280"										
31-33	Manufacturing	327100	Clay Product and Refractory Manufacturing	"Mixing and Blending Machine Setters, Operators, and Tenders"	"1,270"										
48-49	Transportation and Warehousing	483100	"Deep Sea, Coastal, and Great Lakes Water Transportation"	Cargo and Freight Agents	"1,270"										
31-33	Manufacturing	335200	Household Appliance Manufacturing	"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic"	"1,270"										
48-49	Transportation and Warehousing	488900	Other Support Activities for Transportation	Heavy and Tractor-Trailer Truck Drivers	"1,270"										
53	Real Estate and Rental and Leasing	532300	General Rental Centers	"Mobile Heavy Equipment Mechanics, Except Engines"	"1,260"										
31-33	Manufacturing	335200	Household Appliance Manufacturing	"Laborers and Freight, Stock, and Material Movers, Hand"	"1,260"										
31-33	Manufacturing	325300	"Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing"	"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products"	"1,250"										
31-33	Manufacturing	332200	Cutlery and Handtool Manufacturing	Tool and Die Makers	"1,240"										
53	Real Estate and Rental and Leasing	533100	Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)	"Office Clerks, General"	"1,240"										
21	Mining	212200	Metal Ore Mining	"Earth Drillers, Except Oil and Gas"	"1,240"										
31-33	Manufacturing	331400	Nonferrous Metal (except Aluminum) Production and Processing	"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic"	"1,230"										
31-33	Manufacturing	337900	Other Furniture Related Product Manufacturing	"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products"	"1,230"										
48-49	Transportation and Warehousing	487200	"Scenic and Sightseeing Transportation, Water"	Motorboat Operators	"1,230"										
31-33	Manufacturing	332200	Cutlery and Handtool Manufacturing	"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic"	"1,220"										
31-33	Manufacturing	336500	Railroad Rolling Stock Manufacturing	"Painters, Transportation Equipment"	"1,210"										
48-49	Transportation and Warehousing	485100	Urban Transit Systems	"Dispatchers, Except Police, Fire, and Ambulance"	"1,210"										
53	Real Estate and Rental and Leasing	532300	General Rental Centers	Heavy and Tractor-Trailer Truck Drivers	"1,200"										
31-33	Manufacturing	327400	Lime and Gypsum Product Manufacturing	Team Assemblers	"1,200"										
48-49	Transportation and Warehousing	488900	Other Support Activities for Transportation	Packaging and Filling Machine Operators and Tenders	"1,200"										
48-49	Transportation and Warehousing	487200	"Scenic and Sightseeing Transportation, Water"	Sailors and Marine Oilers	"1,200"										
44-45	Retail Trade	454200	Vending Machine Operators	General and Operations Managers	"1,200"										
44-45	Retail Trade	451200	Book Stores and News Dealers	"Shipping, Receiving, and Traffic Clerks"	"1,190"										
53	Real Estate and Rental and Leasing	533100	Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)	"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive"	"1,190"										
31-33	Manufacturing	332600	Spring and Wire Product Manufacturing	"Shipping, Receiving, and Traffic Clerks"	"1,190"										
48-49	Transportation and Warehousing	483100	"Deep Sea, Coastal, and Great Lakes Water Transportation"	General and Operations Managers	"1,180"										
31-33	Manufacturing	316200	Footwear Manufacturing	Shoe and Leather Workers and Repairers	"1,180"										
31-33	Manufacturing	332500	Hardware Manufacturing	"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic"	"1,180"										
48-49	Transportation and Warehousing	487200	"Scenic and Sightseeing Transportation, Water"	Waiters and Waitresses	"1,180"										
48-49	Transportation and Warehousing	486200	Pipeline Transportation of Natural Gas	"Control and Valve Installers and Repairers, Except Mechanical Door"	"1,170"										
44-45	Retail Trade	445300	"Beer, Wine, and Liquor Stores"	"Laborers and Freight, Stock, and Material Movers, Hand"	"1,160"										
31-33	Manufacturing	335100	Electric Lighting Equipment Manufacturing	"Shipping, Receiving, and Traffic Clerks"	"1,160"										
48-49	Transportation and Warehousing	487200	"Scenic and Sightseeing Transportation, Water"	"Transportation Attendants, Except Flight Attendants"	"1,160"										
31-33	Manufacturing	332600	Spring and Wire Product Manufacturing	Helpers--Production Workers	"1,160"										
31-33	Manufacturing	327100	Clay Product and Refractory Manufacturing	"Inspectors, Testers, Sorters, Samplers, and Weighers"	"1,150"										
44-45	Retail Trade	454200	Vending Machine Operators	"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop"	"1,150"										
44-45	Retail Trade	453100	Florists	"Bookkeeping, Accounting, and Auditing Clerks"	"1,140"										
48-49	Transportation and Warehousing	492200	Local Messengers and Local Delivery	First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators	"1,140"										
31-33	Manufacturing	327100	Clay Product and Refractory Manufacturing	"Packers and Packagers, Hand"	"1,130"										
48-49	Transportation and Warehousing	483100	"Deep Sea, Coastal, and Great Lakes Water Transportation"	"Sales Representatives, Services, All Other"	"1,130"										
72	Accommodation and Food Services	721300	Rooming and Boarding Houses	"Cooks, Institution and Cafeteria"	"1,130"										
11	"Agriculture, Forestry, Fishing and Hunting"	113300	Logging	"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive"	"1,120"										
48-49	Transportation and Warehousing	486200	Pipeline Transportation of Natural Gas	First-Line Supervisors of Production and Operating Workers	"1,120"										
48-49	Transportation and Warehousing	485300	Taxi and Limousine Service	General and Operations Managers	"1,120"										
31-33	Manufacturing	337900	Other Furniture Related Product Manufacturing	First-Line Supervisors of Production and Operating Workers	"1,110"										
31-33	Manufacturing	325300	"Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing"	"Maintenance and Repair Workers, General"	"1,110"										
31-33	Manufacturing	312200	Tobacco Manufacturing	Packaging and Filling Machine Operators and Tenders	"1,110"										
44-45	Retail Trade	451200	Book Stores and News Dealers	"Bookkeeping, Accounting, and Auditing Clerks"	"1,100"										
51	Information	515200	Cable and Other Subscription Programming	"Dispatchers, Except Police, Fire, and Ambulance"	"1,100"										
31-33	Manufacturing	311700	Seafood Product Preparation and Packaging	"Laborers and Freight, Stock, and Material Movers, Hand"	"1,090"										
48-49	Transportation and Warehousing	485100	Urban Transit Systems	First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators	"1,090"										
31-33	Manufacturing	336900	Other Transportation Equipment Manufacturing	First-Line Supervisors of Production and Operating Workers	"1,080"										
72	Accommodation and Food Services	721300	Rooming and Boarding Houses	Residential Advisors	"1,080"										
72	Accommodation and Food Services	721200	RV (Recreational Vehicle) Parks and Recreational Camps	Security Guards	"1,070"										
11	"Agriculture, Forestry, Fishing and Hunting"	115200	Support Activities for Animal Production	Animal Breeders	"1,070"										
31-33	Manufacturing	313300	Textile and Fabric Finishing and Fabric Coating Mills	"Textile, Apparel, and Furnishings Workers, All Other"	"1,060"										
31-33	Manufacturing	336500	Railroad Rolling Stock Manufacturing	Team Assemblers	"1,050"										
31-33	Manufacturing	332600	Spring and Wire Product Manufacturing	"Inspectors, Testers, Sorters, Samplers, and Weighers"	"1,040"										
31-33	Manufacturing	335100	Electric Lighting Equipment Manufacturing	Industrial Machinery Mechanics	"1,030"										
31-33	Manufacturing	313300	Textile and Fabric Finishing and Fabric Coating Mills	Printing Press Operators	"1,030"										
44-45	Retail Trade	451200	Book Stores and News Dealers	"Combined Food Preparation and Serving Workers, Including Fast Food"	"1,020"										
53	Real Estate and Rental and Leasing	532300	General Rental Centers	Outdoor Power Equipment and Other Small Engine Mechanics	"1,020"										
31-33	Manufacturing	335200	Household Appliance Manufacturing	Electrical and Electronic Equipment Assemblers	"1,020"										
44-45	Retail Trade	448300	"Jewelry, Luggage, and Leather Goods Stores"	Watch Repairers	"1,020"										
44-45	Retail Trade	448300	"Jewelry, Luggage, and Leather Goods Stores"	Stock Clerks and Order Fillers	"1,010"										
53	Real Estate and Rental and Leasing	533100	Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)	"Business Operations Specialists, All Other"	"1,010"										
31-33	Manufacturing	311700	Seafood Product Preparation and Packaging	First-Line Supervisors of Production and Operating Workers	"1,010"										
31-33	Manufacturing	313100	"Fiber, Yarn, and Thread Mills"	"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers"	"1,000"										
31-33	Manufacturing	313100	"Fiber, Yarn, and Thread Mills"	First-Line Supervisors of Production and Operating Workers	"1,000"										
21	Mining	212200	Metal Ore Mining	"First-Line Supervisors of Mechanics, Installers, and Repairers"	"1,000"										
48-49	Transportation and Warehousing	488900	Other Support Activities for Transportation	"Shipping, Receiving, and Traffic Clerks"	"1,000"										
53	Real Estate and Rental and Leasing	533100	Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)	Market Research Analysts and Marketing Specialists	990										
31-33	Manufacturing	337900	Other Furniture Related Product Manufacturing	"Laborers and Freight, Stock, and Material Movers, Hand"	990										
31-33	Manufacturing	325300	"Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing"	Heavy and Tractor-Trailer Truck Drivers	990										
44-45	Retail Trade	448200	Shoe Stores	"Shipping, Receiving, and Traffic Clerks"	990										
31-33	Manufacturing	332200	Cutlery and Handtool Manufacturing	"Shipping, Receiving, and Traffic Clerks"	980										
31-33	Manufacturing	332500	Hardware Manufacturing	First-Line Supervisors of Production and Operating Workers	980										
53	Real Estate and Rental and Leasing	533100	Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)	Customer Service Representatives	980										
51	Information	512200	Sound Recording Industries	General and Operations Managers	980										
53	Real Estate and Rental and Leasing	533100	Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)	"Bookkeeping, Accounting, and Auditing Clerks"	970										
48-49	Transportation and Warehousing	485200	Interurban and Rural Bus Transportation	Bus and Truck Mechanics and Diesel Engine Specialists	960										
31-33	Manufacturing	332200	Cutlery and Handtool Manufacturing	"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products"	950										
31-33	Manufacturing	334300	Audio and Video Equipment Manufacturing	"Assemblers and Fabricators, All Other"	940										
44-45	Retail Trade	448200	Shoe Stores	"Bookkeeping, Accounting, and Auditing Clerks"	940										
11	"Agriculture, Forestry, Fishing and Hunting"	115200	Support Activities for Animal Production	"First-Line Supervisors of Farming, Fishing, and Forestry Workers"	940										
53	Real Estate and Rental and Leasing	533100	Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)	Accountants and Auditors	930										
72	Accommodation and Food Services	721200	RV (Recreational Vehicle) Parks and Recreational Camps	Cashiers	930										
31-33	Manufacturing	335100	Electric Lighting Equipment Manufacturing	General and Operations Managers	920										
31-33	Manufacturing	335100	Electric Lighting Equipment Manufacturing	"Laborers and Freight, Stock, and Material Movers, Hand"	920										
31-33	Manufacturing	313300	Textile and Fabric Finishing and Fabric Coating Mills	"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products"	920										
48-49	Transportation and Warehousing	483200	Inland Water Transportation	"Laborers and Freight, Stock, and Material Movers, Hand"	910										
52	Finance and Insurance	525100	Insurance and Employee Benefit Funds	Customer Service Representatives	910										
52	Finance and Insurance	525900	Other Investment Pools and Funds	"Securities, Commodities, and Financial Services Sales Agents"	910										
48-49	Transportation and Warehousing	485100	Urban Transit Systems	Taxi Drivers and Chauffeurs	910										
31-33	Manufacturing	336900	Other Transportation Equipment Manufacturing	"Laborers and Freight, Stock, and Material Movers, Hand"	900										
48-49	Transportation and Warehousing	481200	Nonscheduled Air Transportation	General and Operations Managers	890										
31-33	Manufacturing	312200	Tobacco Manufacturing	Industrial Machinery Mechanics	890										
31-33	Manufacturing	335100	Electric Lighting Equipment Manufacturing	"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic"	880										
72	Accommodation and Food Services	721300	Rooming and Boarding Houses	Dining Room and Cafeteria Attendants and Bartender Helpers	880										
48-49	Transportation and Warehousing	483100	"Deep Sea, Coastal, and Great Lakes Water Transportation"	Accountants and Auditors	870										
31-33	Manufacturing	313100	"Fiber, Yarn, and Thread Mills"	"Inspectors, Testers, Sorters, Samplers, and Weighers"	870										
31-33	Manufacturing	316200	Footwear Manufacturing	Team Assemblers	870										
31-33	Manufacturing	327400	Lime and Gypsum Product Manufacturing	First-Line Supervisors of Production and Operating Workers	870										
48-49	Transportation and Warehousing	488900	Other Support Activities for Transportation	Industrial Truck and Tractor Operators	870										
48-49	Transportation and Warehousing	485300	Taxi and Limousine Service	"Bookkeeping, Accounting, and Auditing Clerks"	870										
44-45	Retail Trade	445300	"Beer, Wine, and Liquor Stores"	Light Truck or Delivery Services Drivers	860										
31-33	Manufacturing	337900	Other Furniture Related Product Manufacturing	"Shipping, Receiving, and Traffic Clerks"	860										
31-33	Manufacturing	325300	"Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing"	"Laborers and Freight, Stock, and Material Movers, Hand"	860										
31-33	Manufacturing	325300	"Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing"	Industrial Machinery Mechanics	850										
48-49	Transportation and Warehousing	486100	Pipeline Transportation of Crude Oil	Heavy and Tractor-Trailer Truck Drivers	850										
51	Information	512200	Sound Recording Industries	Audio and Video Equipment Technicians	850										
48-49	Transportation and Warehousing	485300	Taxi and Limousine Service	Cleaners of Vehicles and Equipment	840										
31-33	Manufacturing	313300	Textile and Fabric Finishing and Fabric Coating Mills	"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders"	840										
44-45	Retail Trade	454200	Vending Machine Operators	"Laborers and Freight, Stock, and Material Movers, Hand"	840										
11	"Agriculture, Forestry, Fishing and Hunting"	113300	Logging	"Mobile Heavy Equipment Mechanics, Except Engines"	830										
52	Finance and Insurance	521100	Monetary Authorities-Central Bank	Management Analysts	830										
31-33	Manufacturing	337900	Other Furniture Related Product Manufacturing	Customer Service Representatives	830										
31-33	Manufacturing	337900	Other Furniture Related Product Manufacturing	Upholsterers	830										
31-33	Manufacturing	312200	Tobacco Manufacturing	"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders"	820										
48-49	Transportation and Warehousing	483100	"Deep Sea, Coastal, and Great Lakes Water Transportation"	"Laborers and Freight, Stock, and Material Movers, Hand"	800										
44-45	Retail Trade	453100	Florists	General and Operations Managers	800										
48-49	Transportation and Warehousing	481200	Nonscheduled Air Transportation	"Office Clerks, General"	800										
31-33	Manufacturing	336900	Other Transportation Equipment Manufacturing	Machinists	800										
31-33	Manufacturing	313300	Textile and Fabric Finishing and Fabric Coating Mills	"Pressers, Textile, Garment, and Related Materials"	790										
48-49	Transportation and Warehousing	488900	Other Support Activities for Transportation	General and Operations Managers	780										
51	Information	512200	Sound Recording Industries	"Office Clerks, General"	780										
11	"Agriculture, Forestry, Fishing and Hunting"	115200	Support Activities for Animal Production	Agricultural and Food Science Technicians	780										
48-49	Transportation and Warehousing	488200	Support Activities for Rail Transportation	"Welders, Cutters, Solderers, and Brazers"	780										
31-33	Manufacturing	313300	Textile and Fabric Finishing and Fabric Coating Mills	"Shipping, Receiving, and Traffic Clerks"	780										
31-33	Manufacturing	332500	Hardware Manufacturing	"Assemblers and Fabricators, All Other"	770										
31-33	Manufacturing	334600	Manufacturing and Reproducing Magnetic and Optical Media	Customer Service Representatives	770										
48-49	Transportation and Warehousing	488200	Support Activities for Rail Transportation	"Office Clerks, General"	770										
31-33	Manufacturing	315100	Apparel Knitting Mills	"Packers and Packagers, Hand"	760										
48-49	Transportation and Warehousing	483200	Inland Water Transportation	Riggers	760										
53	Real Estate and Rental and Leasing	533100	Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)	Training and Development Specialists	760										
31-33	Manufacturing	336500	Railroad Rolling Stock Manufacturing	"Laborers and Freight, Stock, and Material Movers, Hand"	760										
31-33	Manufacturing	336500	Railroad Rolling Stock Manufacturing	Machinists	760										
31-33	Manufacturing	315100	Apparel Knitting Mills	"Inspectors, Testers, Sorters, Samplers, and Weighers"	750										
44-45	Retail Trade	445300	"Beer, Wine, and Liquor Stores"	"Shipping, Receiving, and Traffic Clerks"	750										
